SRR3724066 SRR3724068 SRR3724070 SRR3724072 SRR3724074 SRR3724076 SRR3724078 SRR3724079 SRR3724081 SRR3724084 SRR3724086 SRR3724088 SRR3724091 SRR3724093 SRR3724095 SRR3724097 SRR3724099 SRR3724101 SRR3724102 SRR3724104 SRR3724106 SRR3724108 SRR3724110 SRR3724113 SRR3724125 SRR3724127 SRR3724129 SRR3724131 SRR3724133 SRR3724134 SRR3724136 SRR3724138 SRR3724140 SRR3724142 SRR3724145 SRR3724147 SRR3724149 SRR3724151 SRR3724153 SRR3724155 SRR3724156 SRR3724158 SRR3724160 SRR3724162 SRR3724164 SRR3724167 SRR3724169 SRR3724171
ZT3D7_G6113 0 1 1 0 0 3 0 12 20 0 0 0 1 1 1 16 5 0 15 3 11 6 0 2 0 0 0 0 0 0 6 4 2 7 5 0 1 0 7 0 0 3 11 7 12 19 9 7
ZT3D7_G6114 4 40 30 73 33 3284 8 2447 3633 39 22 18 34 50 185 896 371 1 2637 3073 4033 3377 9 27 19 26 59 64 17 172 799 435 3181 3328 4460 24 23 29 396 9 81 112 346 385 414 3995 3870 3749
ZT3D7_G6115 4 6 7 6 4 778 2 738 851 10 10 5 7 9 17 303 85 0 909 876 1025 877 2 3 5 7 14 10 3 26 205 105 820 990 1270 0 12 14 131 1 9 36 68 76 94 1471 1330 1514
ZT3D7_G6116 0 3 3 3 1 13462 0 18185 14613 17 25 53 3 4 13 2352 201 2 9642 16410 16412 19405 2 0 7 2 15 0 0 11 2337 589 17173 19652 15661 4 30 26 1545 0 17 9 123 23 32 26175 16075 32117
ZT3D7_G6117 1 7 3 4 8 1047 1 1587 1519 8 12 9 8 2 29 494 126 3 1408 1062 1342 1187 5 13 0 6 15 3 0 27 321 130 1577 1645 1842 4 9 15 180 1 16 22 42 73 66 2068 1510 2294
ZT3D7_G6118 1 13 11 10 9 211 1 257 376 20 13 8 18 10 23 349 149 2 801 376 646 470 5 12 5 9 14 12 2 44 277 172 600 608 718 10 14 21 82 4 22 37 115 120 102 663 405 575
ZT3D7_G6119 2 7 10 13 4 494 4 483 608 30 19 14 26 11 34 295 103 2 537 776 1090 960 11 12 7 7 15 6 9 32 217 101 274 285 315 7 8 18 69 7 27 36 99 96 98 297 201 281
ZT3D7_G6120 0 11 5 5 5 1373 2 957 1550 28 35 29 24 11 31 718 210 0 1246 1230 1755 1389 7 33 9 17 18 10 5 34 651 300 1504 1645 1893 16 19 14 151 1 37 24 162 138 115 2107 1832 1537
ZT3D7_G6121 5 1 1 2 2 1150 5 1344 957 11 29 15 23 3 15 225 60 1 515 1054 1213 1225 0 20 9 2 9 3 6 9 108 59 1364 1157 1829 9 17 15 150 2 9 13 17 12 32 2449 1389 1882
ZT3D7_G6122 0 7 1 4 3 290 1 305 339 5 3 5 3 2 4 204 79 1 405 265 512 311 0 0 1 3 4 1 0 4 135 40 560 611 917 9 11 4 104 0 18 18 93 66 64 1355 1060 1365
ZT3D7_G6123 1 14 9 30 5 1386 1 1448 1865 13 19 15 12 18 79 599 212 1 1822 1148 1674 1399 7 18 1 3 20 19 17 76 601 316 2552 2328 3642 11 14 26 263 2 30 66 234 267 206 2422 2206 2548
ZT3D7_G6124 7 20 16 9 7 1703 5 1529 2138 40 55 29 54 18 64 788 340 4 1170 1110 1424 1349 2 32 4 16 23 5 14 27 396 198 1890 1696 2165 9 37 37 176 2 32 43 203 196 140 2459 1908 1556
ZT3D7_G6125 2 2 1 5 3 891 1 1162 1203 3 7 13 5 9 15 237 65 2 546 909 950 1066 1 8 3 5 8 4 3 9 160 47 1412 1237 1764 11 5 6 111 1 12 14 39 41 24 1667 1068 1127
ZT3D7_G6126 0 0 0 0 0 20 0 10 16 0 0 0 2 0 0 0 1 0 4 4 8 13 0 0 1 0 0 0 0 2 14 0 11 24 29 0 2 0 2 0 0 0 0 0 1 9 6 10
ZT3D7_G6127 2 2 1 9 2 222 1 310 244 4 1 1 3 1 9 129 34 2 299 286 404 369 1 0 0 0 3 5 2 14 106 44 296 371 431 6 2 8 53 1 13 12 25 40 27 431 339 589
ZT3D7_G6128 1 10 4 11 3 1132 1 1035 1433 45 18 17 14 14 51 323 178 2 804 1728 2899 2672 4 16 3 12 27 13 6 75 633 181 3556 3398 4179 6 8 19 324 3 29 50 109 158 149 4652 2602 4037
ZT3D7_G6129 0 0 0 0 1 0 0 3 0 0 0 0 3 2 3 62 27 0 76 8 26 10 0 0 0 0 0 0 0 2 12 3 2 11 6 0 0 0 3 0 1 2 12 6 9 14 8 10
ZT3D7_G6130 0 1 2 2 0 73 0 49 71 2 5 1 5 2 28 50 30 1 33 18 33 25 0 0 0 0 2 0 2 2 3 6 9 26 17 0 1 0 5 0 0 2 13 5 4 68 106 113
ZT3D7_G6131 6 22 13 25 17 1786 5 1491 1842 21 10 18 28 26 68 1514 704 3 2912 1549 2074 1836 3 9 6 5 28 18 11 54 478 300 1023 1237 1702 10 13 18 214 4 43 68 371 330 432 1952 1700 2050
ZT3D7_G6132 0 2 2 4 3 144 0 111 165 5 2 4 3 4 13 133 42 1 207 237 198 256 0 4 0 0 6 4 0 26 91 58 162 237 219 6 1 3 46 3 8 6 30 52 21 334 194 189
ZT3D7_G6133 5 19 14 40 16 3929 4 2840 3962 28 26 14 28 41 112 1330 399 1 3421 2089 3640 2738 12 30 8 17 47 24 7 167 988 407 3031 3171 4043 18 22 27 385 7 66 74 333 306 479 3981 3016 4156
ZT3D7_G6134 0 6 4 10 13 690 7 622 714 10 2 4 7 5 14 328 106 1 574 502 760 616 0 3 3 2 9 11 0 14 189 99 687 745 1018 4 6 15 83 1 19 18 93 88 57 946 870 975
ZT3D7_G6135 0 2 3 2 3 510 1 452 449 13 6 5 20 0 11 133 46 1 138 842 768 861 2 5 1 2 1 1 0 1 56 20 360 478 581 2 6 13 92 1 4 10 30 14 24 1334 801 876
ZT3D7_G6136 2 8 3 17 4 561 0 447 655 1 7 6 5 12 21 154 78 1 428 351 792 568 1 9 2 13 5 5 4 17 251 85 564 587 700 9 5 3 74 0 17 25 69 87 68 707 584 722
ZT3D7_G6137 2 2 2 6 1 457 1 305 551 6 2 6 7 5 14 160 82 0 347 216 426 295 1 1 1 1 7 2 1 0 107 32 202 195 233 0 6 15 68 2 14 8 63 53 81 623 412 617
ZT3D7_G6138 2 4 9 20 5 635 1 596 465 18 16 13 6 20 55 106 71 0 194 619 876 920 2 9 3 10 15 10 3 49 322 94 563 571 919 7 12 12 204 4 28 26 108 160 165 1589 1113 1173
ZT3D7_G6139 0 10 9 16 9 135 1 192 112 0 19 4 10 11 46 99 46 0 164 93 170 158 0 0 1 5 9 13 9 43 132 49 151 150 217 2 2 0 78 1 28 29 142 133 99 212 191 218
ZT3D7_G6140 0 8 14 14 6 1710 0 1930 1791 5 3 3 7 10 29 617 382 2 1046 893 1469 1164 3 4 1 10 17 4 18 72 327 307 2142 2836 3589 12 8 6 184 0 24 33 191 245 199 1623 1727 2114
ZT3D7_G6141 0 3 1 10 2 1971 2 1300 1966 7 2 3 5 2 8 415 90 1 1763 2108 3314 2801 4 3 2 2 4 2 0 18 305 51 1086 1460 1581 3 8 1 183 0 17 15 46 40 83 2864 1656 3523
ZT3D7_G6142 1 10 4 3 2 326 2 208 268 0 3 0 1 3 10 172 113 0 337 195 282 244 0 0 0 3 0 4 5 18 88 26 56 49 88 1 0 1 19 3 13 14 39 32 71 138 127 162
ZT3D7_G6143 3 10 12 15 8 1535 3 1031 1437 14 9 7 22 14 68 388 168 1 806 916 1506 979 7 14 5 10 27 9 15 78 299 96 1320 1374 1759 13 7 17 171 0 20 28 105 115 151 1843 1897 1845
ZT3D7_G6144 3 3 4 5 2 256 2 267 252 6 2 5 2 4 17 284 121 3 401 143 224 168 3 5 0 0 3 7 3 8 189 83 181 259 255 0 8 7 45 2 11 14 85 66 67 210 151 212
ZT3D7_G6145 0 0 1 0 0 247 0 218 184 0 0 1 3 0 0 27 14 2 47 198 204 221 0 1 0 1 0 0 1 0 19 0 159 173 210 0 0 0 18 3 3 2 2 2 1 280 164 217
ZT3D7_G6146 6 7 16 12 7 2469 12 3062 2775 44 48 33 51 15 69 442 242 6 1139 2298 2880 2730 7 21 15 14 20 12 9 40 568 328 3469 2703 4086 24 36 48 369 4 44 48 181 188 192 4822 2787 2705
ZT3D7_G6147 0 0 0 1 1 79 0 65 79 3 3 0 5 2 4 125 20 0 141 58 112 83 0 0 0 0 3 1 2 2 83 27 69 55 68 0 0 0 21 0 0 1 30 21 37 110 68 111
ZT3D7_G6148 2 6 0 3 1 236 1 200 210 9 11 4 6 1 2 160 41 0 153 177 286 196 0 7 6 1 2 3 0 17 55 29 168 232 270 1 3 3 34 0 9 11 34 28 46 349 252 312
ZT3D7_G6149 41 29 53 42 16 3144 27 2827 3205 138 86 95 176 45 188 1342 785 15 1682 2756 2768 3243 18 86 22 48 50 52 31 112 972 554 3310 3115 4537 64 60 54 486 24 73 123 531 516 297 5873 3622 2484
ZT3D7_G6150 1 0 0 0 0 20 0 17 19 0 0 0 0 0 0 2 5 0 9 6 11 30 0 0 0 0 1 2 0 0 2 9 43 24 79 0 0 0 9 0 0 0 2 3 2 40 43 29
ZT3D7_G6151 2 19 4 11 5 826 0 764 1105 19 4 4 5 12 32 630 200 0 945 530 875 621 0 12 4 4 1 7 2 20 241 151 955 909 1475 12 16 32 119 11 16 20 165 132 125 1229 1165 1342
ZT3D7_G6152 7 6 3 13 1 427 0 375 596 23 43 32 12 13 35 339 92 3 449 360 526 428 1 31 3 4 6 8 4 41 215 65 562 793 785 15 27 31 35 5 11 26 30 30 60 424 489 566
ZT3D7_G6153 4 6 6 8 6 587 0 637 727 24 28 11 15 11 29 146 84 6 250 469 670 676 5 15 6 9 18 4 7 35 201 112 690 646 939 12 13 15 94 9 13 27 74 64 84 1257 762 961
ZT3D7_G6154 0 4 6 9 3 510 1 399 649 6 2 6 5 4 13 292 80 1 559 362 665 379 1 4 5 2 6 4 8 21 184 75 682 731 833 4 7 3 44 0 10 14 36 41 40 478 624 690
ZT3D7_G6155 0 5 1 2 3 374 0 511 400 6 9 1 10 4 25 98 42 1 209 209 578 393 0 3 2 0 2 2 5 15 157 37 438 427 558 4 12 1 74 0 19 14 34 42 61 607 436 740
ZT3D7_G6156 1 8 7 11 8 1704 1 1808 1852 19 15 14 13 8 32 351 95 1 854 1583 2343 1997 1 2 1 2 7 8 10 38 400 110 2012 2092 3091 2 16 7 227 3 14 31 89 90 124 3260 2779 3256
ZT3D7_G6157 0 0 3 5 1 725 1 583 738 1 3 2 2 5 9 229 64 2 514 799 889 817 0 2 4 0 2 4 1 20 156 56 619 674 838 7 12 2 84 1 15 11 43 40 62 1370 885 976
ZT3D7_G6158 0 0 2 1 2 218 0 172 246 1 0 2 4 1 1 39 6 0 80 286 325 287 0 3 0 2 2 0 1 1 43 9 226 268 303 3 1 0 34 0 3 0 8 10 10 356 393 424
ZT3D7_G6159 0 5 4 10 7 4 0 6 10 3 5 0 12 7 30 15 25 1 23 19 26 11 0 0 0 2 6 2 7 11 24 11 58 51 85 7 1 0 23 0 15 25 20 29 11 20 23 19
ZT3D7_G6160 1 7 8 8 4 77 3 39 50 10 6 4 9 9 21 328 219 1 612 43 69 60 1 1 4 6 8 9 5 60 266 200 92 103 101 6 0 5 53 3 20 25 142 145 119 83 43 51
ZT3D7_G6161 0 50 53 75 23 903 4 516 888 28 21 7 60 102 148 3869 2853 3 3431 455 963 601 16 0 3 28 59 69 40 340 2098 1480 904 892 1021 16 20 6 369 6 102 137 1257 1027 1020 565 783 684
ZT3D7_G6162 0 25 17 24 20 283 6 286 302 17 9 13 26 22 81 414 454 2 408 472 471 410 7 0 0 10 30 16 10 120 371 203 314 249 386 7 11 0 128 1 54 49 182 179 306 399 405 440
ZT3D7_G6163 0 9 4 1 2 244 0 188 270 1 0 0 2 2 3 46 11 0 104 129 183 153 1 0 3 0 1 0 0 1 24 0 104 114 137 4 0 1 20 0 4 6 14 15 18 348 329 381
ZT3D7_G6164 0 1 0 2 2 194 0 147 216 1 0 3 2 1 7 12 5 0 13 113 139 129 3 0 1 0 1 0 0 0 32 1 147 145 285 0 0 0 30 2 2 3 9 4 17 328 294 307
ZT3D7_G6165 0 1 4 6 7 640 0 561 588 5 1 1 0 6 14 259 52 0 604 559 620 535 0 3 0 6 0 3 1 22 170 53 416 598 811 1 4 1 60 2 10 6 34 33 38 547 584 970
ZT3D7_G6166 0 1 0 0 0 1309 1 1406 972 0 0 0 0 0 0 99 32 0 275 945 777 829 0 0 0 0 0 0 0 5 65 11 752 979 1257 0 0 0 84 0 1 0 11 0 4 1334 1350 2291
ZT3D7_G6167 0 10 4 17 6 148 0 116 134 10 6 1 9 7 22 525 178 0 905 191 397 261 6 6 3 11 11 3 4 24 324 110 129 128 177 4 8 9 52 0 18 20 113 83 98 208 139 221
ZT3D7_G6168 3 8 5 15 8 348 2 254 384 15 15 10 19 14 58 691 267 0 1587 580 1028 737 4 5 1 7 18 7 7 32 253 113 290 242 401 3 3 7 93 3 19 45 112 150 163 572 658 797
ZT3D7_G6169 1 4 9 17 6 1389 1 1222 1792 10 5 1 11 10 28 318 145 0 860 756 1426 912 5 7 1 7 10 12 1 36 456 230 1797 1992 2583 9 10 4 128 1 24 28 120 113 117 1464 1459 1703
ZT3D7_G6170 6 5 6 13 5 1141 0 767 1022 11 9 9 8 9 19 528 175 1 1122 538 841 667 3 10 0 5 6 10 1 26 226 150 632 580 924 3 3 17 52 0 13 24 107 103 108 922 739 770
ZT3D7_G6171 2 0 4 7 2 157 0 183 113 0 0 1 0 1 2 28 20 0 67 33 46 60 0 0 5 6 2 2 3 13 57 46 43 102 83 0 2 0 8 0 0 1 2 5 2 54 43 67
ZT3D7_G6172 0 1 0 1 0 60 0 83 66 0 1 0 0 0 4 66 13 0 157 189 241 308 3 0 0 0 2 3 0 1 57 11 75 82 82 2 0 0 19 0 3 0 5 2 0 278 162 321
ZT3D7_G6173 0 3 1 6 4 676 0 722 675 11 11 5 7 7 2 414 140 0 869 537 610 542 0 1 1 2 7 10 1 28 348 109 482 689 688 5 4 8 112 0 18 10 109 75 70 1585 733 1145
ZT3D7_G6174 2 12 6 27 10 2747 3 2029 3090 21 23 14 28 21 75 926 263 3 2493 2419 3440 2800 11 27 12 23 27 18 10 70 504 226 2367 2864 3386 18 20 38 294 3 52 66 277 243 251 3502 2847 3395
ZT3D7_G6175 0 0 0 0 1 22 0 21 55 1 1 0 0 2 5 15 20 0 44 26 45 45 0 1 1 0 5 1 0 6 42 26 59 39 60 0 0 0 0 0 0 0 0 1 0 0 2 0
ZT3D7_G6176 0 31 19 31 12 121 0 192 123 8 0 2 27 28 99 298 301 0 182 337 267 309 1 4 2 11 18 21 8 76 138 134 54 44 39 3 4 0 158 3 42 36 233 220 195 991 865 862
ZT3D7_G6177 0 0 0 0 0 9 0 5 2 1 0 0 2 0 4 37 10 0 81 152 209 216 2 0 1 1 0 2 0 6 24 20 23 17 36 0 0 0 20 0 1 2 10 10 12 319 258 318
ZT3D7_G6178 0 0 0 1 0 60 0 77 45 0 0 0 0 0 0 8 3 0 18 40 50 44 0 0 0 0 0 0 0 0 2 0 33 46 44 0 0 0 6 0 1 3 1 6 10 47 34 50
ZT3D7_G6179 17 9 6 9 8 224 12 254 250 57 40 37 60 6 34 187 90 9 131 524 349 567 2 17 7 9 9 8 11 4 41 44 122 126 132 10 8 10 22 15 14 17 13 11 11 192 119 190
ZT3D7_G6180 39 34 46 11 12 457 41 787 490 119 102 94 141 14 67 251 248 23 347 1267 1239 1536 21 74 48 34 60 35 87 61 106 121 348 340 302 11 11 24 43 96 14 23 20 15 23 314 221 178
ZT3D7_G6181 21 11 15 6 6 21 26 71 76 45 52 32 57 5 29 217 150 9 335 172 414 253 15 41 17 20 44 13 46 16 53 19 57 34 43 0 0 1 4 34 1 2 5 16 10 5 14 10
ZT3D7_G6182 1 1 4 1 2 93 1 86 108 13 7 5 9 2 9 236 82 0 342 98 179 113 3 1 3 1 7 4 1 13 107 47 86 44 90 5 5 0 42 2 21 27 176 130 74 207 240 359
ZT3D7_G6183 3 31 28 54 18 1415 3 1465 1396 39 36 21 43 26 133 1093 500 8 2249 1042 1448 1335 7 12 10 30 35 45 9 101 556 264 1520 1708 2052 16 19 16 298 5 57 113 363 409 351 2803 1717 1950
ZT3D7_G6184 3 8 13 7 5 3030 7 2510 2784 22 27 32 44 15 47 635 154 4 1531 2609 3320 2925 3 26 7 11 10 11 3 27 384 176 4150 3958 5941 12 23 24 368 5 24 33 104 85 98 5428 4024 4059
ZT3D7_G6185 2 3 2 2 0 132 2 151 136 29 13 16 15 4 17 20 22 5 42 179 295 259 7 7 13 7 9 11 1 14 137 37 164 252 271 5 7 7 82 2 37 31 44 60 64 577 281 566
ZT3D7_G6186 0 4 1 5 6 22 0 20 34 2 1 0 7 0 19 31 11 0 27 16 45 13 3 0 0 3 6 4 0 10 48 0 44 31 60 0 0 3 22 1 7 11 14 20 26 50 44 89
ZT3D7_G6187 2 1 4 6 2 361 0 399 394 0 8 3 7 3 19 186 39 0 368 281 457 340 0 0 0 2 1 1 1 5 94 18 179 196 242 2 0 0 58 0 7 9 13 22 19 470 342 583
ZT3D7_G6188 0 3 1 2 3 54 3 108 56 2 4 0 6 7 7 167 25 0 250 79 115 113 0 4 0 4 3 2 0 0 40 21 32 47 50 2 0 6 16 0 3 2 28 21 19 97 65 129
ZT3D7_G6189 1 158 51 117 49 183 9 179 195 138 40 26 118 53 405 108 114 7 130 201 225 174 26 1 2 33 89 129 43 105 266 188 155 205 265 23 30 10 359 18 148 238 442 319 301 292 217 367
ZT3D7_G6190 0 23 12 43 10 135 1 132 141 34 13 8 40 27 176 24 14 1 91 356 287 272 8 0 0 8 8 37 5 5 35 21 117 112 202 1 6 3 102 3 27 50 103 99 52 641 352 627
ZT3D7_G6191 0 22 10 28 12 29 0 27 21 51 17 6 41 14 165 92 12 1 75 45 35 32 11 0 1 6 8 55 5 4 19 16 10 16 13 5 5 2 57 6 28 74 84 62 12 92 63 49
ZT3D7_G6192 0 24 4 17 10 12 0 13 25 8 11 3 31 10 73 12 10 0 25 13 17 17 5 0 0 0 11 24 5 1 14 14 14 12 7 0 1 0 12 3 14 14 21 15 8 56 30 33
ZT3D7_G6193 2 131 30 90 30 68 1 69 71 758 206 92 886 294 3262 150 89 2 225 113 131 104 79 1 2 183 209 836 17 9 126 103 64 121 98 31 21 15 335 26 348 373 916 306 138 510 332 398
ZT3D7_G6194 0 2 8 19 7 361 0 373 463 11 6 9 16 6 36 569 179 0 1028 313 502 441 5 4 1 6 19 8 2 19 311 176 459 563 578 3 9 0 78 0 28 32 165 110 111 625 451 637
ZT3D7_G6195 5 19 10 24 5 726 0 624 917 28 14 15 27 23 75 618 296 0 1003 449 753 778 3 13 2 7 16 17 7 22 448 269 974 845 1230 6 9 12 114 0 30 43 285 143 145 1113 725 722
ZT3D7_G6196 0 0 0 0 0 28 0 81 13 0 1 0 0 0 0 34 12 0 87 287 158 252 0 0 0 0 0 1 0 0 5 0 9 20 13 0 0 0 7 0 0 1 2 0 0 94 38 69
ZT3D7_G6197 1 11 1 13 3 972 0 796 970 7 5 4 4 10 27 416 155 1 923 726 920 714 4 4 2 1 20 11 10 55 321 111 773 922 1140 6 8 4 119 0 14 36 108 92 98 1067 1098 1179
ZT3D7_G6198 0 7 2 4 0 261 0 247 265 7 1 2 1 0 13 13 4 0 9 173 224 237 0 0 0 0 1 1 7 4 43 7 204 184 436 0 0 0 0 6 0 0 0 0 0 0 0 1
ZT3D7_G6199 2 3 12 6 5 707 5 662 733 20 15 5 7 16 34 809 204 4 1405 871 955 901 0 2 2 3 16 7 5 42 338 123 635 781 867 0 0 0 0 3 0 0 0 0 0 0 0 0
ZT3D7_G6200 0 8 6 9 4 1743 0 1750 1830 4 0 0 15 13 37 425 114 0 1142 1659 1840 1781 1 0 0 4 10 9 2 27 299 103 1523 1414 2233 0 0 0 0 0 0 0 1 0 0 0 0 3
ZT3D7_G6201 0 9 3 4 2 394 0 322 430 4 4 1 2 6 27 240 52 0 737 312 566 424 1 0 0 1 8 5 1 17 222 44 353 353 442 0 0 0 0 0 0 0 0 0 0 1 0 1
ZT3D7_G6202 0 2 1 2 1 188 0 126 216 7 0 0 1 4 27 281 87 0 631 143 255 157 2 0 1 0 3 1 1 28 218 81 167 161 197 0 0 0 0 0 0 0 2 0 5 6 28 25
ZT3D7_G6203 0 9 11 17 4 474 1 325 400 3 4 2 16 16 117 683 298 1 1302 268 462 312 2 0 1 7 14 9 0 85 532 207 219 259 319 0 0 0 2 3 0 2 1 3 0 6 5 6
ZT3D7_G6204 0 0 0 2 0 16 0 19 21 0 2 2 1 0 3 58 23 0 124 41 42 30 0 0 0 0 1 0 0 1 5 14 8 6 15 0 0 0 7 1 0 0 2 1 3 24 12 7
ZT3D7_G6205 0 5 4 3 2 2 2 0 1 1 0 0 0 3 8 3 10 1 10 4 9 7 2 0 0 1 6 4 2 16 44 19 0 3 0 0 1 0 8 0 1 2 7 10 10 2 1 1
ZT3D7_G6206 0 1 3 3 2 104 0 84 147 2 1 1 4 2 20 79 49 0 122 106 158 92 2 0 3 2 6 7 0 30 162 59 576 571 877 4 0 0 77 0 4 14 88 56 70 644 813 760
ZT3D7_G6207 1 2 6 17 5 442 0 373 472 7 1 9 11 7 23 391 145 0 646 345 494 511 0 4 4 6 13 10 3 43 224 133 403 471 576 2 7 4 114 0 4 20 151 142 178 1230 619 627
ZT3D7_G6208 2 0 0 7 3 1140 0 861 904 1 4 0 2 3 2 125 47 2 586 799 946 935 2 1 1 0 7 1 1 31 111 20 216 455 349 2 1 2 79 0 6 6 19 12 58 1170 519 1271
ZT3D7_G6209 0 0 2 2 0 43 0 57 63 2 0 0 1 3 3 53 15 0 60 64 84 71 0 3 0 4 5 0 0 4 35 12 64 124 122 0 3 7 14 0 2 1 17 16 16 152 88 98
ZT3D7_G6210 0 0 1 2 0 24 0 38 11 1 1 2 0 1 3 46 12 0 58 32 45 41 0 2 1 4 0 2 0 3 24 6 40 68 59 0 1 0 10 0 5 1 5 7 10 54 32 58
ZT3D7_G6211 0 5 4 19 6 113 1 116 95 5 7 2 8 10 15 316 97 0 503 116 163 123 2 6 0 1 8 8 6 15 183 107 122 132 128 1 11 0 52 0 8 16 70 68 71 254 127 225
ZT3D7_G6212 0 0 2 0 0 315 0 165 184 1 1 2 0 0 2 32 7 0 92 290 318 332 0 3 0 0 1 0 0 9 14 5 70 124 92 4 1 0 24 0 0 0 8 3 14 439 205 369
ZT3D7_G6213 0 0 1 0 0 35 0 28 20 0 0 0 2 4 1 42 19 0 59 20 57 32 4 0 0 1 1 3 0 5 42 17 25 24 24 0 0 2 16 0 4 13 12 23 30 92 43 77
ZT3D7_G6214 0 1 0 1 0 29 0 63 59 4 0 1 2 0 6 33 11 0 54 37 68 40 1 1 0 0 0 0 0 3 74 19 63 82 118 0 0 1 13 0 1 4 14 11 12 198 119 150
ZT3D7_G6215 0 3 3 5 1 115 0 84 153 0 0 2 2 2 11 68 25 0 172 94 162 128 2 2 0 0 4 5 0 13 124 45 152 195 205 0 2 1 19 0 3 10 41 38 37 149 125 179
ZT3D7_G6216 0 2 3 0 1 54 0 74 74 5 3 0 0 1 2 22 12 0 57 33 48 47 2 1 0 1 2 3 1 6 91 31 89 135 228 0 0 0 13 0 0 5 9 18 18 96 95 92
ZT3D7_G6217 0 0 0 0 1 135 0 86 95 1 0 0 4 0 3 46 12 0 203 293 253 279 0 0 1 3 0 0 1 0 5 7 25 70 120 0 1 0 21 0 1 2 2 2 1 338 372 487
ZT3D7_G6218 2 7 5 9 2 1160 4 813 798 11 17 21 16 6 42 137 66 7 242 787 980 913 0 9 1 0 14 4 5 12 77 43 703 676 992 13 25 22 117 4 16 19 30 35 44 1621 883 1013
ZT3D7_G6219 0 1 2 0 1 63 0 84 67 0 2 0 4 0 2 37 1 0 59 174 200 181 0 2 1 0 1 0 0 0 13 5 71 66 135 0 0 0 0 0 0 0 0 0 0 0 0 0
ZT3D7_G6220 2 13 15 20 11 1514 3 1445 1286 5 4 6 14 2 20 327 153 2 665 901 1173 925 13 5 3 10 17 19 4 18 189 133 621 772 984 22 5 9 104 5 13 16 190 155 120 957 1201 1999
ZT3D7_G6221 0 4 7 2 3 168 0 128 158 5 10 2 5 1 13 109 37 0 236 123 283 142 2 3 1 6 0 3 2 22 69 14 85 165 148 4 1 1 39 0 7 16 44 40 40 170 142 432
ZT3D7_G6222 0 2 2 2 0 3239 0 4766 3841 3 7 5 3 11 0 2399 232 0 7864 7309 10536 8727 1 10 0 2 5 3 0 23 1507 304 3332 6014 5352 3 6 0 632 0 6 4 218 52 51 10142 5545 9402
ZT3D7_G6223 2 6 1 3 2 270 0 162 335 5 4 1 8 6 14 80 59 0 297 264 413 292 2 2 0 9 7 4 2 15 145 80 243 387 282 1 1 3 49 0 11 9 61 51 58 375 282 363
ZT3D7_G6224 0 5 5 2 2 252 0 169 349 3 2 0 2 0 19 14 12 0 47 199 315 241 1 0 0 1 4 3 0 16 57 19 262 268 359 3 1 3 43 0 2 2 18 31 31 437 297 362
ZT3D7_G6225 1 3 2 3 1 370 1 358 397 7 0 3 6 6 23 179 96 4 415 189 485 320 1 5 3 3 13 6 1 29 291 113 554 397 895 5 11 6 75 4 17 22 67 85 83 534 316 473
ZT3D7_G6226 2 2 5 9 4 260 0 253 261 6 1 1 6 10 18 404 197 0 429 203 226 188 1 2 0 10 4 5 2 7 125 83 169 167 256 4 1 0 32 5 11 11 57 51 44 196 201 236
ZT3D7_G6227 0 2 1 2 1 78 0 67 69 1 0 0 1 0 3 41 4 0 33 32 34 34 0 0 0 0 0 0 0 0 9 4 33 51 45 0 0 0 8 0 9 4 27 25 28 144 152 227
ZT3D7_G6228 0 23 10 25 12 109 0 97 105 3 6 0 17 15 30 584 211 0 668 102 233 128 2 1 0 2 10 8 5 40 111 41 50 30 31 3 1 2 37 2 16 21 67 75 127 47 39 64
ZT3D7_G6229 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 17 3 0 24 30 43 41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ZT3D7_G6230 0 5 2 17 4 3081 1 3060 3312 9 9 8 9 3 16 493 78 1 1800 2895 3540 2983 4 7 4 4 4 25 9 21 290 142 2784 2771 4185 6 9 9 223 3 5 33 64 50 74 3367 3759 4031
ZT3D7_G6231 3 5 1 1 0 163 1 132 200 4 1 1 7 5 4 139 39 0 399 190 238 249 0 1 2 0 3 2 1 0 103 37 231 239 282 5 3 12 27 0 5 4 33 11 19 304 256 289
ZT3D7_G6232 9 95 51 98 62 3163 7 2992 3647 49 60 45 50 87 289 4319 1943 5 5550 1321 3022 2192 23 17 22 48 69 47 35 173 1848 1160 2781 2518 2950 50 35 35 541 10 153 187 1675 1177 770 2585 2188 2705
ZT3D7_G6233 15 49 14 30 23 2056 15 2021 1797 61 46 59 45 23 115 205 152 6 360 784 1612 1187 12 47 24 30 54 27 26 65 631 172 1263 1350 1445 29 57 47 278 12 76 126 170 201 149 2207 1139 2787
ZT3D7_G6234 0 0 1 4 4 154 0 175 118 0 1 0 1 1 8 34 11 0 76 74 142 113 2 0 0 0 0 0 0 1 22 9 42 74 89 0 0 1 3 0 3 2 4 6 4 61 23 56
ZT3D7_G6235 5 5 2 4 5 350 5 287 260 17 24 23 23 11 34 221 77 2 496 448 533 474 3 24 11 10 16 14 4 22 163 64 367 281 504 11 19 15 53 7 15 14 65 71 52 542 357 473
