"","3D1-1-7d_R1","3D1-8-12d_R1","3D1-7-14d_R1","3D1-9-14d_R1","3D1-10-14d_R1","3D1-1-28d_R1","3D1-2-7d_R1","3D1-4-28d_R1","3D1-5-28d_R1","3D7-2-7d_R1","3D7-8-7d_R1","3D7-10-7d_R1","3D7-2-12d_R1","3D7-3-12d_R1","3D7-6-12d_R1","3D7-4-14d_R1","3D7-5-14d_R1","3D1-3-7d_R1","3D7-10-14d_R1","3D7-1-28d_R1","3D7-5-28d_R1","3D7-10-28d_R1","3D1-2-12d_R1","3D1-5-12d_R1"
"ZT3D7_G6479",0,3,1,1,0,57,0,45,68,2,0,1,0,0,1,7,4,0,14,14,14,18,0,0
"ZT3D7_G6480",0,2,1,4,1,55,0,54,69,4,0,0,8,6,18,17,11,0,50,61,74,57,0,0
"ZT3D7_G6481",0,3,2,4,5,1499,0,1548,1605,13,12,13,1,9,8,966,233,1,2018,1869,1570,1877,1,0
"ZT3D7_G6482",1,13,18,14,4,1249,5,1007,1393,38,30,21,43,28,59,1152,439,3,1989,1011,1461,1129,2,8
"ZT3D7_G6483",3,3,5,3,6,1146,3,1160,1316,20,16,27,36,10,38,441,123,1,1190,2627,2410,2929,2,2
"ZT3D7_G6484",0,6,10,17,9,713,1,492,706,13,10,11,18,9,54,271,149,3,428,488,665,576,5,1
"ZT3D7_G6485",2,3,9,12,1,726,0,547,833,4,5,9,10,6,21,223,78,0,450,709,886,878,3,0
"ZT3D7_G6486",4,5,7,2,0,547,0,417,506,5,3,0,3,1,2,38,15,1,57,103,115,128,7,1
"ZT3D7_G6487",0,0,1,0,0,18,0,8,33,4,4,1,3,4,8,110,40,0,172,73,111,79,0,0
"ZT3D7_G6488",1,3,1,2,0,242,2,258,349,2,0,4,8,1,11,54,32,0,269,145,409,189,1,0
"ZT3D7_G6489",1,4,2,5,1,60,0,55,87,0,0,2,1,2,15,33,14,0,37,31,84,54,1,0
"ZT3D7_G6490",8,12,17,15,8,1461,3,1410,1499,27,23,27,40,20,58,316,211,5,812,1031,1322,1191,10,10
"ZT3D7_G6491",0,0,0,0,0,6,0,2,9,0,0,0,0,0,0,5,1,0,0,5,6,7,0,0
"ZT3D7_G6492",3,2,2,0,0,13,0,4,35,0,1,0,1,2,1,16,17,1,11,3,3,5,0,0
"ZT3D7_G6493",0,1,0,0,1,6,0,18,12,0,0,0,0,0,0,0,2,0,2,10,3,4,2,0
"ZT3D7_G6494",0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,3,0,0,1,0,0
"ZT3D7_G6495",0,0,0,0,0,4,0,6,5,0,1,2,0,0,0,5,0,0,0,4,0,1,0,0
"ZT3D7_G6496",0,0,0,0,0,5,0,0,12,2,3,0,1,0,0,0,2,0,7,44,15,4,0,0
"ZT3D7_G6497",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G6498",0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
"ZT3D7_G6499",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"ZT3D7_G6500",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ZT3D7_G6501",0,0,0,0,0,27,0,20,19,0,0,3,0,0,0,15,4,0,32,35,56,41,0,0
"ZT3D7_G6503",0,0,0,0,0,9,0,5,0,1,1,4,2,1,1,25,11,0,24,8,5,9,0,0
"ZT3D7_G6504",0,0,0,0,0,3,0,5,11,0,0,0,0,0,0,2,0,0,2,0,4,1,0,0
"ZT3D7_G6505",0,0,0,0,0,5,0,13,19,0,0,0,0,0,0,3,6,0,2,3,4,1,0,0
"ZT3D7_G6506",0,0,1,0,0,0,0,3,0,2,1,0,0,0,1,4,6,1,7,1,1,4,1,1
"ZT3D7_G6507",0,2,0,3,1,12,0,5,11,2,4,0,3,1,5,56,33,0,100,16,50,23,0,0
"ZT3D7_G6508",0,13,11,12,7,1141,0,946,947,31,29,22,50,15,108,416,182,1,762,887,1527,1202,5,9
"ZT3D7_G6509",0,6,7,7,13,52,1,47,61,20,17,3,15,9,48,59,27,0,78,46,79,64,2,9
"ZT3D7_G6510",11,47,36,63,41,9288,18,9257,9412,36,43,45,57,71,208,2579,1221,1,6332,9259,10113,9577,27,4
"ZT3D7_G6511",4,1,1,2,1,109,1,120,98,10,11,18,5,6,25,165,69,1,306,211,278,189,3,0
"ZT3D7_G6512",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,5,22,23,17,0,0
"ZT3D7_G6513",0,2,0,0,0,4,0,5,10,0,0,0,1,0,4,11,6,0,26,4,2,7,0,1
"ZT3D7_G6514",0,1,1,3,1,25,0,22,12,4,0,0,1,2,9,16,13,0,36,24,25,18,1,0
"ZT3D7_G6515",0,0,1,4,0,20,0,16,18,1,3,5,4,2,10,15,8,0,19,18,28,25,0,0
"ZT3D7_G6516",0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,4,1,0,43,56,139,89,0,0
"ZT3D7_G6517",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,8,13,9,0,0
"ZT3D7_G6518",51,71,48,42,44,2235,237,1584,4035,710,667,805,549,149,690,2529,1145,63,10817,11602,28995,12065,53,106
"ZT3D7_G6519",9,6,6,8,2,257,3,317,377,32,13,20,35,15,68,479,231,3,537,268,355,356,7,0
"ZT3D7_G6520",1,2,3,11,0,1255,0,1292,1394,4,2,0,4,2,6,174,38,0,405,836,656,692,5,0
"ZT3D7_G6521",2,7,2,7,3,740,2,634,934,15,12,15,12,8,39,116,76,1,234,306,568,478,11,0
"ZT3D7_G8141",0,0,0,0,0,0,0,0,0,57,27,8,80,34,147,49,47,0,49,37,21,31,0,0
"ZT3D7_G8142",0,40,35,79,15,20,0,17,38,3,4,0,27,30,141,69,192,1,76,11,16,6,25,11
"ZT3D7_G8143",1,16,13,37,8,130,5,70,123,25,16,8,53,20,80,71,53,2,154,165,264,216,14,7
"ZT3D7_G8144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"ZT3D7_G8145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G8146",0,72,21,147,30,55,1,8,37,51,23,8,92,22,136,60,87,3,47,15,43,44,31,4
"ZT3D7_G8147",0,1,0,2,1,38,0,37,39,5,6,1,4,0,7,53,21,0,61,28,54,24,0,0
"ZT3D7_G8148",0,0,0,0,0,0,0,0,0,21,16,7,28,1,18,139,92,0,32,17,50,37,0,0
"ZT3D7_G8149",0,1,3,1,1,80,2,92,99,2,2,3,2,0,12,42,17,0,80,145,209,212,0,1
"ZT3D7_G8150",2,8,1,9,5,586,5,518,689,12,17,6,18,14,38,912,296,1,1483,596,770,655,7,2
"ZT3D7_G8151",0,1,1,3,1,8,0,8,7,1,1,0,4,4,16,44,49,0,75,1,7,6,0,0
"ZT3D7_G8152",0,1,2,3,0,28,0,18,42,0,1,1,1,4,4,20,19,0,59,15,35,20,0,0
"ZT3D7_G8153",4,18,8,27,15,2779,2,2481,3218,13,21,24,30,30,70,882,304,5,2015,1878,2689,2287,12,3
"ZT3D7_G8154",1,6,9,11,5,556,4,573,658,14,13,11,17,12,41,459,161,2,611,491,750,622,8,1
"ZT3D7_G8155",0,0,0,1,0,21,0,24,23,1,2,0,2,1,1,18,7,0,61,28,41,41,0,0
"ZT3D7_G8156",0,0,0,0,0,118,0,218,134,1,8,0,9,3,1,169,58,0,557,579,974,628,1,0
"ZT3D7_G8157",0,0,0,0,0,224,0,263,277,0,3,0,2,2,1,15,14,0,24,204,240,208,1,0
"ZT3D7_G8158",2,2,3,4,5,618,4,633,676,23,10,18,25,4,13,96,33,0,266,513,554,569,3,7
"ZT3D7_G8159",4,1,0,2,0,172,0,130,192,1,1,3,6,0,2,5,0,0,8,37,63,72,2,0
"ZT3D7_G8160",22,5,3,6,2,6643,15,6145,7779,46,72,42,29,23,46,2437,280,9,9781,9358,10019,9902,9,16
"ZT3D7_G8161",5,11,10,2,10,669,5,743,765,48,33,22,36,6,31,334,146,4,570,674,834,947,8,9
"ZT3D7_G8162",1,8,13,10,3,251,0,186,305,16,6,5,16,19,48,912,304,3,1350,242,432,354,3,2
"ZT3D7_G8163",2,6,5,4,1,1134,1,773,1126,23,27,8,33,10,18,520,147,2,964,1675,1430,1553,3,8
"ZT3D7_G8164",1,0,1,3,0,80,0,46,71,11,7,7,6,0,14,201,101,0,363,84,193,129,2,2
"ZT3D7_G8165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,5,11,0,0
"ZT3D7_G8166",0,1,1,5,0,871,1,866,620,1,4,1,3,2,5,523,87,0,1538,2486,3194,3342,1,1
"ZT3D7_G8167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,8,3,5,0,0
"ZT3D7_G8168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,4,0,0
"ZT3D7_G8169",2,7,5,2,4,975,0,1138,1013,26,19,8,35,14,76,494,201,2,1060,1541,1857,1687,1,2
"ZT3D7_G8170",3,0,2,6,1,2318,0,1360,1532,0,0,0,0,1,8,134,86,0,415,933,1323,1136,0,0
"ZT3D7_G8171",0,26,17,38,18,141,1,123,126,17,15,13,37,25,107,127,69,5,249,188,260,171,20,3
"ZT3D7_G8172",4,19,16,38,18,5391,10,4106,5359,22,39,16,39,39,68,2064,749,5,4891,5215,5817,4733,16,7
"ZT3D7_G8173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,7,22,24,21,0,0
"ZT3D7_G8174",0,0,1,0,0,28,0,39,25,0,0,0,0,0,0,1,0,0,3,14,27,28,0,0
"ZT3D7_G8175",4,3,8,12,6,1167,1,1307,1590,12,17,15,25,9,22,622,170,2,1814,1117,1631,1484,6,10
"ZT3D7_G8176",1,4,2,0,1,173,1,201,255,12,9,13,10,1,17,292,52,4,745,512,670,573,4,2
"ZT3D7_G8177",3,3,9,12,4,2101,6,1497,2065,11,30,16,41,17,53,588,118,8,1266,701,1400,1144,5,6
"ZT3D7_G8178",2,16,10,22,7,4809,6,4455,4419,27,21,20,21,31,92,749,316,7,2308,3642,5075,4552,11,5
"ZT3D7_G8179",1,13,8,7,6,264,3,260,377,27,27,18,47,11,45,177,121,0,316,237,462,372,11,3
"ZT3D7_G8180",0,7,2,4,3,666,2,533,827,12,5,4,7,10,26,250,107,0,567,372,730,544,1,2
"ZT3D7_G8181",0,3,2,4,4,180,0,462,146,8,3,0,1,8,22,258,88,2,527,394,615,547,4,0
"ZT3D7_G8182",2,0,7,25,6,1212,9,1164,1189,33,24,27,44,22,55,695,273,1,1483,1338,1890,1922,2,2
"ZT3D7_G8183",4,3,0,2,1,1591,0,2002,1899,3,13,16,10,4,19,264,53,0,1079,2515,2240,2335,0,0
"ZT3D7_G8184",15,16,12,29,16,928,10,820,1110,71,53,49,102,25,68,1470,651,3,1722,1106,1199,1144,13,11
"ZT3D7_G8185",0,0,7,4,0,38,0,74,98,1,2,2,1,3,7,338,140,0,245,28,58,61,0,0
"ZT3D7_G8186",1,10,9,10,4,462,2,288,490,6,5,7,2,8,12,552,232,0,705,363,447,346,0,4
"ZT3D7_G8187",0,5,5,9,3,234,4,201,260,0,1,1,6,8,18,483,158,0,649,178,298,245,8,3
"ZT3D7_G8188",0,0,0,0,1,128,1,104,176,2,0,0,1,1,6,52,23,0,114,106,199,172,1,0
"ZT3D7_G8189",0,1,2,4,1,105,0,90,118,0,0,0,4,0,3,5,3,0,1,31,70,87,1,0
"ZT3D7_G8190",0,3,2,6,4,5055,0,3467,3999,0,3,11,7,8,17,636,106,0,2281,3788,4883,4081,3,0
"ZT3D7_G8191",1,5,2,2,2,325,0,317,417,14,14,16,18,5,51,284,101,0,693,645,1123,937,2,0
"ZT3D7_G8192",0,0,0,0,0,0,0,0,1,17,22,18,20,20,36,990,359,0,1247,805,980,866,0,0
"ZT3D7_G8193",0,0,0,0,0,0,0,1,1,5,8,14,6,2,18,158,75,0,151,250,320,321,0,0
"ZT3D7_G8194",0,0,2,0,4,169,0,150,224,10,12,6,13,7,25,366,129,1,603,544,1133,794,1,0
"ZT3D7_G8195",4,6,9,23,11,2470,2,1856,2660,24,23,36,52,27,79,894,399,3,2116,4747,4470,6002,6,1
"ZT3D7_G8196",2,1,3,4,0,82,4,67,82,5,9,0,1,3,15,298,81,0,725,402,420,410,1,0
"ZT3D7_G8197",2,17,11,30,3,1659,1,1055,1871,13,11,4,21,17,71,848,327,0,2115,1561,2931,2069,9,0
"ZT3D7_G8198",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,20,12,0,44,29,33,21,0,0
"ZT3D7_G8199",0,1,0,1,0,0,0,2,1,3,9,4,1,0,5,35,20,0,78,37,44,44,0,0
"ZT3D7_G8200",4,15,14,20,8,1757,3,1893,1983,42,57,30,71,38,104,637,299,2,1285,1584,1814,1922,17,8
"ZT3D7_G8201",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,4,1,0,2,4,4,1,0,0
"ZT3D7_G8202",0,0,0,0,0,0,0,2,2,3,1,0,0,2,2,61,24,0,47,22,21,17,0,0
"ZT3D7_G8203",0,1,0,3,1,120,1,82,117,1,0,2,0,1,11,43,29,0,125,127,159,119,1,0
"ZT3D7_G8204",1,3,2,10,0,706,0,615,714,9,3,4,6,6,27,257,64,2,639,749,886,779,1,0
"ZT3D7_G8205",0,12,14,38,12,1216,5,1146,1598,11,8,2,18,20,63,853,281,1,2031,1327,1819,1559,12,0
"ZT3D7_G8206",0,3,6,15,2,811,0,735,1118,4,6,6,7,10,25,648,234,0,1177,669,909,792,4,1
"ZT3D7_G8207",0,0,0,0,1,28,2,89,39,0,0,0,1,0,0,27,1,0,93,97,78,105,0,0
"ZT3D7_G8208",0,4,1,0,0,25,0,26,11,2,2,0,1,0,9,15,5,0,5,15,23,19,1,0
"ZT3D7_G8209",17,23,37,17,10,2095,30,1517,2131,138,126,97,224,43,192,1085,582,18,1502,1448,1678,1936,34,38
"ZT3D7_G8210",5,3,1,6,2,556,0,496,518,2,4,6,5,5,20,175,95,1,338,302,483,386,2,2
"ZT3D7_G8211",0,1,0,0,1,20,0,41,23,8,6,10,11,7,8,40,32,0,98,91,147,111,0,0
"ZT3D7_G8212",43,47,38,39,20,3603,31,3116,3099,188,338,181,282,59,285,2062,1040,20,3092,3401,3776,3673,33,30
"ZT3D7_G8213",0,0,0,0,1,5,0,15,10,4,2,1,0,1,4,21,7,0,40,26,52,20,0,0
"ZT3D7_G8214",0,79,58,105,56,388,6,383,471,96,60,24,142,122,439,666,1257,12,692,59,119,48,47,16
"ZT3D7_G8215",0,1,0,0,1,345,0,336,378,1,5,2,4,8,14,301,63,0,510,382,707,565,3,0
"ZT3D7_G8216",0,2,2,0,2,318,0,222,428,5,2,2,2,0,17,23,11,0,41,200,420,348,5,0
"ZT3D7_G8217",0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,23,8,0,111,296,334,248,0,0
"ZT3D7_G8218",8,2,11,9,10,460,8,317,534,75,43,43,84,10,56,307,213,4,574,475,500,560,19,16
"ZT3D7_G8219",0,12,12,20,9,1420,1,1448,1558,40,73,54,92,23,72,1296,249,1,4165,3027,4365,4118,10,4
"ZT3D7_G8220",0,1,1,0,1,76,0,74,62,4,6,6,4,2,14,177,53,0,414,246,485,251,1,2
"ZT3D7_G8221",0,0,0,0,0,0,0,2,0,6,11,8,34,32,112,616,302,0,1284,826,1164,950,0,0
"ZT3D7_G8222",0,0,0,0,0,0,0,0,1,1,2,1,3,1,10,67,18,0,165,282,381,436,0,0
"ZT3D7_G8223",0,0,0,0,1,0,0,4,9,2,5,3,0,2,40,15,11,0,29,92,152,157,0,0
"ZT3D7_G8224",0,1,0,0,0,0,0,1,0,0,0,0,0,2,12,39,12,0,75,26,52,39,0,0
"ZT3D7_G8225",0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,98,55,0,111,24,74,34,0,0
"ZT3D7_G8226",0,6,3,8,5,1083,0,997,735,1,3,4,3,13,26,256,174,0,560,1001,1439,1232,3,1
"ZT3D7_G8227",0,20,16,12,9,85,0,103,67,6,4,0,17,6,48,72,60,1,74,46,78,63,11,1
"ZT3D7_G8228",1,9,12,16,4,2064,3,2303,2720,15,10,17,16,9,23,394,148,0,1389,2424,2777,2624,4,2
"ZT3D7_G8229",0,1,1,2,0,358,0,302,372,0,0,1,8,0,3,16,3,0,27,184,203,174,0,0
"ZT3D7_G8230",11,20,16,28,15,5448,13,4584,5009,57,63,40,72,37,94,967,379,2,2881,5575,6573,6338,19,25
"ZT3D7_G8231",0,11,3,9,9,519,3,490,580,11,12,2,27,12,53,139,58,5,447,980,1249,1196,2,0
"ZT3D7_G8232",0,2,0,1,1,18,1,32,39,12,8,0,7,4,15,22,23,1,70,37,50,39,0,0
"ZT3D7_G8233",3,8,8,17,9,2662,0,2234,2779,23,8,24,21,11,46,673,187,4,1594,1547,2725,1864,4,8
"ZT3D7_G8234",0,0,0,0,0,37,0,48,37,6,2,3,5,0,13,254,84,0,303,244,267,215,0,0
"ZT3D7_G8235",32,88,58,91,38,8324,29,6364,10314,106,131,99,173,215,461,6258,3362,9,14572,7231,12470,9323,51,32
"ZT3D7_G8236",2,8,8,5,2,330,1,311,324,5,8,9,7,8,23,144,112,1,352,259,479,351,3,2
"ZT3D7_G8237",1,5,7,8,4,947,2,860,1106,6,4,6,13,18,36,377,170,3,744,1169,1538,1117,1,4
"ZT3D7_G8238",0,0,0,1,0,11,0,11,18,1,0,0,1,1,0,23,3,0,12,6,21,10,0,0
"ZT3D7_G8239",1,6,3,9,2,104,1,95,113,4,10,0,3,7,43,180,112,0,306,70,85,60,2,0
"ZT3D7_G8240",2,1,2,4,2,249,0,183,310,6,2,4,5,6,13,106,46,0,212,96,421,246,1,2
"ZT3D7_G8241",5,9,9,17,11,565,7,591,626,20,10,15,19,7,48,553,194,2,980,364,663,522,5,7
"ZT3D7_G8242",0,2,0,3,1,111,0,146,122,6,0,0,2,0,4,12,6,0,33,68,82,92,1,1
"ZT3D7_G8243",0,0,4,1,0,67,4,71,79,13,6,2,5,2,7,116,38,0,173,73,94,87,3,0
"ZT3D7_G8244",0,8,4,9,3,336,0,435,369,2,1,0,1,3,16,42,31,1,141,349,546,418,6,2
"ZT3D7_G8245",0,1,1,4,2,54,0,54,74,1,0,0,3,2,7,95,27,0,156,27,82,58,0,0
"ZT3D7_G8246",0,14,13,13,4,273,3,259,293,6,10,8,22,8,31,263,107,2,629,306,563,315,4,2
"ZT3D7_G8247",27,55,37,55,26,16977,26,16670,17227,130,161,127,212,91,269,4883,1433,14,14405,24393,26574,27053,34,53
"ZT3D7_G8248",79,133,99,139,58,15873,70,12071,18315,142,191,182,275,225,493,6459,3950,24,13549,14743,23554,20017,58,42
"ZT3D7_G8249",10,11,18,8,6,509,11,509,616,24,28,30,37,25,50,942,419,5,961,550,595,636,1,6
"ZT3D7_G8250",0,11,15,20,13,865,10,928,852,14,21,18,15,17,56,546,318,0,1141,590,1048,895,13,4
"ZT3D7_G8251",0,0,1,0,2,21,0,24,29,0,2,0,0,3,3,106,51,0,142,41,65,41,1,0
"ZT3D7_G8252",0,0,0,0,2,9,0,16,15,2,0,0,2,0,6,4,4,0,1,5,12,7,1,0
"ZT3D7_G8253",5,24,9,14,7,113,3,69,138,27,39,26,16,13,59,141,83,4,277,99,166,152,12,4
"ZT3D7_G8254",2,2,1,4,0,201,0,236,233,13,5,7,7,5,11,208,66,0,386,157,331,195,5,2
"ZT3D7_G8255",3,9,7,11,4,889,4,889,1090,8,17,7,11,23,68,365,203,1,753,602,1060,739,6,2
"ZT3D7_G8256",6,9,11,13,5,690,7,665,778,25,16,13,40,13,37,1204,389,2,1463,745,874,824,7,5
"ZT3D7_G8257",3,15,11,32,12,2333,7,2979,3108,19,29,19,32,18,73,500,173,3,1566,1683,2606,2502,15,4
"ZT3D7_G8258",0,0,0,0,0,2,0,4,2,0,1,0,3,0,2,7,6,0,19,4,5,5,0,0
"ZT3D7_G8259",0,16,6,15,4,328,0,251,337,16,13,7,7,19,33,383,103,0,932,181,376,266,14,1
"ZT3D7_G8260",7,3,8,4,1,600,3,407,650,13,12,18,28,4,27,74,59,4,137,321,539,522,3,0
"ZT3D7_G8261",0,1,0,0,0,4,0,18,16,3,6,2,3,0,6,9,6,1,11,1,4,1,0,0
"ZT3D7_G8262",5,6,10,6,2,383,2,657,617,34,33,28,57,7,36,179,82,4,535,464,580,593,13,7
"ZT3D7_G8263",4,9,7,14,5,492,0,307,580,16,6,5,10,7,29,462,135,1,649,360,567,434,11,1
"ZT3D7_G8264",4,1,1,0,0,53,0,55,18,4,3,2,1,1,8,94,48,0,195,90,112,104,0,0
"ZT3D7_G8265",0,0,2,0,0,39,5,34,40,26,11,11,14,2,11,87,48,0,151,88,115,98,5,0
"ZT3D7_G8266",0,0,1,2,0,53,0,58,57,11,4,8,12,1,10,168,48,0,347,99,215,158,2,2
"ZT3D7_G8267",1,4,1,2,2,5,1,0,9,1,9,0,1,2,7,18,7,0,11,0,3,1,0,0
"ZT3D7_G8268",0,19,15,21,7,844,1,675,987,10,21,3,22,14,56,424,195,1,919,466,829,660,6,1
"ZT3D7_G8269",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,47,20,0,68,20,50,26,0,0
"ZT3D7_G8270",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,12,7,0,11,9,5,8,0,0
"ZT3D7_G8271",0,6,1,5,3,90,0,97,120,3,3,3,5,1,8,106,47,2,230,79,89,103,1,0
"ZT3D7_G8272",4,2,2,1,1,177,0,156,137,0,4,4,2,3,8,53,31,0,100,158,267,182,4,2
"ZT3D7_G8273",2,3,4,5,1,302,1,249,220,13,8,14,10,10,20,235,120,0,344,392,482,426,2,0
"ZT3D7_G8274",7,8,13,25,3,2638,12,2318,2407,44,28,40,62,21,49,1332,425,5,3449,2669,3820,3048,18,12
"ZT3D7_G8275",7,4,7,16,4,929,0,863,985,13,16,21,17,10,35,491,139,3,883,1003,1315,1145,6,0
"ZT3D7_G8276",0,3,3,9,0,104,0,88,93,5,0,0,0,4,15,146,48,1,324,106,230,180,3,0
"ZT3D7_G8277",0,3,7,9,3,764,0,682,610,2,6,2,2,1,12,337,89,1,829,712,1139,918,1,1
"ZT3D7_G8278",6,6,18,11,3,3014,4,1684,1763,7,6,7,7,15,23,659,606,0,1414,731,1591,1211,7,1
"ZT3D7_G8279",0,1,0,4,0,65,0,48,105,2,0,0,7,3,6,77,20,0,78,42,95,43,0,0
"ZT3D7_G8280",0,0,0,1,1,18,0,13,4,0,0,0,1,0,1,7,5,0,11,7,16,14,1,0
"ZT3D7_G8281",0,0,0,3,0,7,0,7,3,0,0,0,1,0,0,14,3,0,8,3,10,0,0,0
"ZT3D7_G8282",1,0,0,0,0,37,0,17,47,1,0,0,0,1,0,22,9,0,11,35,22,21,6,0
"ZT3D7_G8283",0,3,1,2,4,366,0,380,469,1,1,6,2,1,2,192,53,2,372,529,580,596,3,1
"ZT3D7_G8284",2,2,3,3,2,589,0,450,718,8,4,8,9,6,14,314,54,0,706,703,1032,1039,3,0
"ZT3D7_G8285",3,9,8,23,9,2454,1,1955,2522,9,21,18,23,14,75,519,332,1,1315,1441,2240,1751,11,2
"ZT3D7_G8286",2,9,7,12,8,1173,5,1041,1249,9,13,8,10,20,50,484,156,1,1130,875,1430,1241,5,1
"ZT3D7_G8287",2,13,15,21,9,2214,6,1520,2344,18,13,14,19,25,52,1446,558,6,2423,1111,1476,1172,8,10
"ZT3D7_G8288",2,4,4,10,4,176,1,169,183,18,15,7,15,16,36,159,130,2,241,85,186,137,6,4
"ZT3D7_G8289",0,2,2,6,0,195,0,154,203,3,4,1,9,5,17,109,94,1,313,179,363,248,0,0
"ZT3D7_G8290",5,6,6,7,3,530,1,303,573,19,10,12,20,7,29,798,300,2,926,228,486,362,3,7
"ZT3D7_G8291",8,47,37,71,25,2619,11,2199,3020,53,33,37,63,50,189,1406,647,6,2741,1206,2607,1724,24,4
"ZT3D7_G8292",1,3,3,2,3,57,0,74,119,1,0,0,5,5,16,55,38,1,73,36,65,52,1,3
"ZT3D7_G8293",0,0,1,2,0,40,0,33,41,0,1,0,1,3,1,36,24,0,45,20,42,28,2,0
"ZT3D7_G8294",0,0,0,0,0,3,0,0,1,0,0,1,0,0,2,25,6,0,27,1,5,0,0,0
"ZT3D7_G8295",0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,2,0,9,1,4,2,0,0
"ZT3D7_G8296",2,2,5,5,2,213,1,273,143,14,2,6,7,2,18,76,23,1,93,156,178,133,5,1
"ZT3D7_G8297",0,2,3,4,1,185,0,121,237,6,8,2,2,2,10,96,26,0,241,76,167,110,0,0
"ZT3D7_G8298",0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,3,0,0
"ZT3D7_G8299",0,0,0,0,0,21,0,18,12,0,0,1,1,0,1,31,6,0,33,15,29,11,0,0
"ZT3D7_G8300",0,0,0,1,0,41,0,26,41,0,0,0,1,1,0,24,11,0,38,14,28,31,0,0
"ZT3D7_G8301",0,0,0,2,0,0,0,5,1,0,0,0,0,0,0,2,2,1,3,6,0,0,0,0
"ZT3D7_G8302",0,0,0,1,0,1,0,1,0,0,0,0,2,1,7,3,4,1,11,0,1,2,0,0
"ZT3D7_G8303",0,2,0,5,1,6,0,3,3,1,0,1,0,0,5,0,0,0,3,5,7,5,0,0
"ZT3D7_G8304",0,0,0,0,1,1,0,3,1,2,0,0,1,2,1,20,7,0,19,1,7,8,0,0
"ZT3D7_G8305",0,0,0,0,0,16,0,6,10,0,1,2,0,2,3,19,19,0,28,6,29,23,0,0
"ZT3D7_G8306",3,13,6,19,2,313,3,266,399,26,18,14,32,10,55,523,181,3,556,246,513,390,11,3
"ZT3D7_G8307",0,0,2,4,0,39,3,29,26,6,9,4,8,2,20,50,52,0,100,250,355,275,1,0
"ZT3D7_G8308",44,21,30,33,28,4582,15,5024,4892,118,190,151,206,66,176,2287,1068,10,4016,5317,6312,7070,25,28
"ZT3D7_G8309",0,2,2,11,4,293,0,288,316,13,1,3,2,7,28,182,62,0,409,455,523,515,2,0
"ZT3D7_G8310",0,6,3,3,1,335,2,319,369,2,3,4,1,4,6,39,22,0,35,200,294,311,4,0
"ZT3D7_G8311",0,7,3,10,3,695,0,706,863,11,9,10,9,6,34,237,109,0,494,807,1208,1091,3,0
"ZT3D7_G8312",0,0,1,0,0,100,0,117,94,0,1,2,2,0,9,76,10,0,152,170,246,212,0,1
"ZT3D7_G8313",0,1,0,4,1,52,0,66,76,0,4,0,1,1,2,53,12,0,85,67,108,64,0,0
"ZT3D7_G8314",3,12,9,14,4,1556,1,1153,1734,16,20,16,9,13,62,574,249,2,1454,1162,2243,1523,9,3
"ZT3D7_G8315",1,5,10,16,10,1671,2,1391,1845,10,13,15,21,14,54,696,261,1,1667,1555,2454,1739,2,0
"ZT3D7_G8316",22,14,17,25,8,2604,12,1778,2315,195,292,189,327,68,363,689,581,29,1071,1998,2992,2576,20,12
"ZT3D7_G8317",0,0,0,2,1,11,0,9,12,0,4,0,1,0,0,14,6,0,11,4,17,10,0,0
"ZT3D7_G8318",0,2,3,5,2,616,4,492,906,14,10,2,8,1,12,492,133,0,1311,1663,1752,1986,7,7
"ZT3D7_G8319",5,13,3,7,2,604,0,521,735,21,14,8,18,17,39,250,141,3,505,436,834,652,3,3
"ZT3D7_G8320",4,7,19,18,10,1206,2,931,1280,19,8,4,18,14,33,482,199,1,787,592,1029,682,7,7
