"","3D7_vitro_MM_rep3","3D1_vitro_YSB_rep3","3D1_vitro_MM_rep2","3D7_vitro_YSB_rep1","3D7_vitro_YSB_rep3","3D7_vitro_YSB_rep2","3D7_vitro_MM_rep1","3D7_vitro_MM_rep2","3D1_vitro_MM_rep1","3D1_vitro_MM_rep3","3D1_vitro_YSB_rep1","3D1_vitro_YSB_rep2"
"ZT3D7_G5257",455,739,1158,1023,922,828,534,536,1237,976,1048,600
"ZT3D7_G5258",1682,237,625,196,223,186,1560,1745,592,491,345,207
"ZT3D7_G5259",504,103,166,61,55,67,399,597,198,147,127,70
"ZT3D7_G5260",254,254,490,368,299,293,217,289,383,370,363,198
"ZT3D7_G5261",677,850,2160,1019,927,757,572,632,2158,1863,1247,842
"ZT3D7_G5262",1173,1345,1224,2032,2215,2064,1101,1196,1305,1083,2389,1201
"ZT3D7_G5263",245,270,563,163,221,174,321,281,661,586,378,211
"ZT3D7_G5264",69,336,263,229,248,238,77,87,362,311,528,348
"ZT3D7_G5265",611,850,1477,1301,1187,1186,742,800,1378,1331,1288,771
"ZT3D7_G5266",86,22,147,47,51,45,67,89,160,168,33,15
"ZT3D7_G5267",1063,2131,2694,2406,3912,3464,1245,1061,2415,2357,3977,2617
"ZT3D7_G5268",227,143,391,208,191,164,267,315,391,353,213,84
"ZT3D7_G5269",659,607,1144,1216,1317,1076,687,642,1334,1109,1136,604
"ZT3D7_G5270",194,772,430,735,813,660,224,217,432,387,1232,707
"ZT3D7_G5271",1761,2493,2155,3798,4761,4725,2105,1808,2241,1764,4762,2709
"ZT3D7_G5272",1022,1169,1302,1950,1620,1716,857,1101,1366,1173,1641,888
"ZT3D7_G5273",204,725,474,555,631,545,203,224,581,429,1012,570
"ZT3D7_G5274",519,327,1692,489,632,516,506,369,1863,1517,530,332
"ZT3D7_G5275",69,86,119,100,123,72,55,73,182,130,150,57
"ZT3D7_G5276",46,52,85,69,67,60,30,33,107,128,89,38
"ZT3D7_G5277",291,456,571,738,837,770,332,287,665,558,796,366
"ZT3D7_G5278",335,302,408,376,522,455,377,281,423,384,560,277
"ZT3D7_G5279",38413,61712,35418,69978,60895,51168,31885,42835,34717,28262,83193,47878
"ZT3D7_G5280",152,119,228,119,127,132,225,214,198,161,166,126
"ZT3D7_G5281",2606,2383,5156,7491,6144,4809,2020,2816,4469,3759,3196,2095
"ZT3D7_G5282",2,7,18,8,10,24,3,2,11,7,6,13
"ZT3D7_G5283",188,395,525,524,552,509,304,210,516,504,738,417
"ZT3D7_G5284",974,1299,2423,1699,2245,2035,1048,941,2670,2154,2158,1312
"ZT3D7_G5285",529,409,729,426,473,399,555,447,648,615,640,320
"ZT3D7_G5286",48,51,97,51,48,33,34,61,105,90,58,33
"ZT3D7_G5287",3886,530,1402,356,338,286,2918,5480,748,785,761,444
"ZT3D7_G5289",376,263,892,402,496,323,293,320,1072,746,375,251
"ZT3D7_G5290",172,106,417,131,156,97,126,156,535,391,147,84
"ZT3D7_G5291",247,135,388,131,148,133,166,222,411,341,219,121
"ZT3D7_G5292",286,726,757,985,950,1004,276,350,723,551,949,648
"ZT3D7_G5293",304,342,128,589,609,583,435,307,174,158,754,354
"ZT3D7_G5294",58,10,314,24,25,18,43,30,274,170,10,4
"ZT3D7_G5295",67,35,322,33,44,20,43,77,275,245,53,38
"ZT3D7_G5296",97,114,224,142,154,98,67,96,283,220,157,102
"ZT3D7_G5297",3162,30,141,41,71,52,2711,3044,137,126,71,49
"ZT3D7_G5298",2201,2478,1410,2086,1896,2024,2368,2241,1194,1109,3329,1569
"ZT3D7_G5299",752,1411,3598,1950,1566,1406,474,687,2343,3291,1820,1035
"ZT3D7_G5300",27,101,88,66,61,33,35,23,94,74,154,84
"ZT3D7_G5301",470,1104,907,865,913,755,417,413,1090,868,1511,819
"ZT3D7_G5302",25,17,70,45,37,29,26,37,98,63,20,17
"ZT3D7_G5303",124,202,288,78,84,81,124,139,369,284,239,153
"ZT3D7_G5304",667,2171,2087,2508,2371,1929,601,842,1960,1770,2959,1583
"ZT3D7_G5305",164,339,255,449,470,427,145,179,199,226,420,299
"ZT3D7_G5306",2779,3372,1722,4105,5511,4152,2779,3072,1906,1569,5713,3223
"ZT3D7_G5307",45,67,49,5,14,4,27,44,39,22,94,54
"ZT3D7_G5308",49,65,245,60,45,57,35,51,332,252,109,52
"ZT3D7_G5309",1991,1492,3002,2738,3292,2662,1893,1602,3777,3194,2601,1688
"ZT3D7_G5310",0,27,55,0,0,0,0,0,70,40,23,15
"ZT3D7_G5311",1137,1340,1285,1176,1023,1042,882,1307,1264,874,1502,878
"ZT3D7_G5312",86,84,129,81,112,72,49,66,155,118,132,73
"ZT3D7_G5313",4180,1058,1809,1827,2105,1336,4720,4742,1960,1409,1603,852
"ZT3D7_G5314",855,510,810,483,631,522,1016,849,946,788,725,422
"ZT3D7_G5315",464,1097,1326,1147,1304,1001,447,561,1329,1223,1390,990
"ZT3D7_G5316",160,152,288,96,109,98,159,167,305,279,224,125
"ZT3D7_G5317",4295,9103,3754,13829,13202,12508,4679,4551,4137,3585,14997,8446
"ZT3D7_G5318",526,23,505,105,152,112,532,521,418,387,38,22
"ZT3D7_G5319",255,168,859,139,141,158,281,328,774,716,260,156
"ZT3D7_G5320",489,1218,508,1393,1449,1352,423,503,564,452,1955,1294
"ZT3D7_G5321",4813,563,4808,360,558,433,5152,5137,4344,4076,889,524
"ZT3D7_G5322",235,181,170,296,265,176,159,240,165,177,224,167
"ZT3D7_G5323",2406,1357,4156,2370,2726,2174,2669,2387,3601,3806,2264,1157
"ZT3D7_G5324",260,106,317,212,221,245,241,231,380,337,186,112
"ZT3D7_G5325",247,270,240,225,244,210,253,373,287,202,401,270
"ZT3D7_G5326",139,79,116,73,58,60,148,128,169,140,134,59
"ZT3D7_G5327",1932,2075,1149,2279,2725,2837,2436,2179,1083,1038,3623,1895
"ZT3D7_G5328",22,8,133,26,32,27,36,16,151,108,18,18
"ZT3D7_G5329",62,86,210,64,97,76,35,52,220,172,109,82
"ZT3D7_G5330",110,206,255,279,304,292,132,97,289,242,323,196
"ZT3D7_G5331",607,468,877,628,644,572,599,663,839,713,667,414
"ZT3D7_G5332",253,532,531,1051,960,904,320,314,577,526,1008,495
"ZT3D7_G5333",1241,1945,1427,2671,2363,2088,1167,1471,1466,1075,2539,1228
"ZT3D7_G5334",1210,2485,1577,3632,3327,2649,1097,1145,1699,1499,4074,1975
"ZT3D7_G5335",317,522,651,692,580,572,240,326,659,520,696,483
"ZT3D7_G5336",311,379,672,503,536,587,504,286,606,586,753,370
"ZT3D7_G5337",310,355,424,582,524,516,317,260,474,399,570,290
"ZT3D7_G5338",1300,905,648,6857,5967,5665,1468,1765,751,529,1448,797
"ZT3D7_G5339",1860,1789,2074,3261,2980,2694,1699,1858,1923,1766,2610,1414
"ZT3D7_G5340",1610,962,1663,347,465,423,1976,1208,2028,1444,1362,714
"ZT3D7_G5341",270,63,170,170,139,133,320,193,238,156,92,53
"ZT3D7_G5342",281,456,699,488,608,565,389,290,894,734,779,393
"ZT3D7_G5343",536,434,34,634,530,446,643,438,55,32,896,381
"ZT3D7_G5344",64,51,105,81,66,79,61,45,145,80,86,54
"ZT3D7_G5345",129,46,123,59,51,89,149,93,252,140,71,35
"ZT3D7_G5346",1091,729,1367,1427,1469,1501,1044,1377,1587,1180,998,617
"ZT3D7_G5347",204,59,200,86,65,57,170,174,230,173,133,58
"ZT3D7_G5348",2106,11,105,266,287,339,1862,1949,90,47,22,14
"ZT3D7_G5349",118,92,42,73,88,94,112,110,34,35,126,72
"ZT3D7_G5350",2678,2277,6153,1796,1997,1786,2138,2534,6210,4846,3700,2275
"ZT3D7_G5351",413,378,759,389,377,305,423,399,706,689,532,291
"ZT3D7_G5352",1082,496,1962,610,851,647,1174,1279,2052,1777,800,544
"ZT3D7_G5353",502,494,314,506,592,462,468,554,428,296,725,470
"ZT3D7_G5354",350,269,314,332,429,313,357,376,421,302,404,176
"ZT3D7_G5355",0,112,418,0,0,1,0,4,641,444,211,119
"ZT3D7_G5356",0,4,22,0,0,0,0,0,33,20,7,5
"ZT3D7_G5357",16,38,54,12,9,15,21,8,85,64,59,27
"ZT3D7_G5358",0,6,2,0,0,0,0,1,5,6,3,0
"ZT3D7_G5359",144,32,92,38,43,42,108,148,99,102,29,18
"ZT3D7_G5360",36,4,18,16,19,3,36,39,16,20,10,6
"ZT3D7_G5361",182,258,386,222,231,234,191,242,351,340,400,252
"ZT3D7_G5362",117,66,164,128,135,136,146,158,170,154,81,49
"ZT3D7_G5363",436,536,673,399,566,420,475,433,818,634,820,503
"ZT3D7_G5364",703,2853,1889,1602,1843,1657,679,687,1981,1609,4543,2585
"ZT3D7_G5365",1705,2189,2724,1728,1863,1842,2114,1893,3072,2611,3870,2064
"ZT3D7_G5366",195,99,349,106,121,91,190,185,423,359,156,70
"ZT3D7_G5367",449,393,530,421,498,416,484,404,679,555,693,368
"ZT3D7_G5368",2110,387,3389,590,508,462,2118,2142,3361,3481,653,375
"ZT3D7_G5369",602,486,961,706,712,692,617,733,841,766,800,420
"ZT3D7_G5370",335,21,93,27,43,36,323,355,76,77,26,12
"ZT3D7_G5371",1341,59,434,125,121,127,1130,1320,427,364,115,83
"ZT3D7_G5372",2532,2859,3009,6643,6106,5373,2002,2228,2967,2415,4138,2421
"ZT3D7_G5373",204,62,296,62,108,125,171,171,301,245,79,51
"ZT3D7_G5374",1291,2452,1692,2157,2545,2496,1522,1494,1744,1506,3947,2156
"ZT3D7_G5375",682,1372,2598,1251,1549,1209,603,703,3182,2295,1912,1269
"ZT3D7_G5376",1751,2138,2287,1441,1708,1376,1719,1721,3266,2665,3418,1789
"ZT3D7_G5377",2584,2359,2013,5737,5687,4621,2475,2187,2666,2127,3329,2169
"ZT3D7_G5378",488,417,949,426,397,361,451,351,1243,919,576,280
"ZT3D7_G5379",91,119,547,74,82,70,73,67,617,428,171,132
"ZT3D7_G5380",204,334,913,238,335,228,219,193,1151,887,588,317
"ZT3D7_G5381",1116,1230,4617,323,377,331,938,1143,5555,4140,1639,1019
"ZT3D7_G5382",320,209,814,357,392,427,367,303,996,705,310,195
"ZT3D7_G5383",33,36,80,45,65,66,39,26,80,77,48,30
"ZT3D7_G5384",98,35,124,26,37,38,91,84,122,114,57,55
"ZT3D7_G5385",322,141,282,134,242,211,281,232,419,300,259,155
"ZT3D7_G5386",270,199,263,164,237,156,253,218,335,299,281,151
"ZT3D7_G5387",714,156,1068,224,220,170,692,467,1196,1048,312,112
"ZT3D7_G5388",38,22,22,39,39,40,27,25,15,34,20,12
"ZT3D7_G5389",80,253,631,163,126,141,129,104,677,538,363,167
"ZT3D7_G5390",189,70,511,66,91,57,229,209,533,486,143,88
"ZT3D7_G5391",4653,2978,7315,4570,5355,3916,4254,4254,11063,7446,4270,3070
"ZT3D7_G5392",32,79,399,16,31,28,90,35,477,350,123,96
"ZT3D7_G5393",151,86,142,141,176,165,212,166,199,119,166,85
"ZT3D7_G5394",769,558,570,888,795,745,640,627,642,445,732,403
"ZT3D7_G5395",108,95,231,191,203,171,52,77,235,200,122,93
"ZT3D7_G5396",43,52,51,126,115,113,32,57,65,39,77,37
"ZT3D7_G5397",27,9,21,17,19,13,24,29,27,30,9,11
"ZT3D7_G5398",198,625,859,983,715,641,193,222,922,777,944,429
"ZT3D7_G5399",874,1695,3223,1855,1630,1631,899,928,2691,2744,2330,1311
"ZT3D7_G5400",3656,25,121,35,33,38,2877,5290,150,106,26,21
"ZT3D7_G5401",1199,872,316,1389,1713,1532,1311,1221,330,275,1789,890
"ZT3D7_G5402",344,147,473,173,157,149,242,291,396,397,160,85
"ZT3D7_G5403",3,23,10,1,0,2,1,0,10,6,44,23
"ZT3D7_G5404",0,4,6,1,0,0,0,0,1,11,7,0
"ZT3D7_G5405",20,50,227,11,17,15,33,21,182,196,97,56
"ZT3D7_G5406",24,41,152,23,25,24,3,20,196,159,75,29
"ZT3D7_G5407",86,372,622,218,235,221,112,67,800,600,705,373
"ZT3D7_G5408",89,20,44,97,109,78,73,80,34,28,30,28
"ZT3D7_G5409",1680,4061,1839,5011,4574,4022,1595,1936,1854,1625,6626,4005
"ZT3D7_G5410",106,141,383,164,161,179,100,126,402,369,271,152
"ZT3D7_G5411",10,48,48,50,45,46,9,15,68,80,78,44
"ZT3D7_G5412",40,18,61,27,66,56,52,49,50,67,33,23
"ZT3D7_G5413",497,363,658,565,687,597,436,546,725,599,654,312
"ZT3D7_G5414",818,785,739,1077,1234,1088,677,882,755,665,1209,698
"ZT3D7_G5415",42,19,33,19,13,11,55,30,27,36,23,8
"ZT3D7_G5416",125,20,120,20,36,18,139,119,147,99,33,24
"ZT3D7_G5417",1919,1221,861,1276,1779,1403,2253,1750,925,740,2065,1374
"ZT3D7_G5418",393,392,515,361,346,295,392,397,612,543,564,333
"ZT3D7_G5419",1679,3988,1769,4165,4630,3890,1495,1731,1746,1509,5656,3185
"ZT3D7_G5420",404,1072,546,2601,3051,3045,444,438,518,416,1807,949
"ZT3D7_G5421",1246,1637,1956,1334,1515,1396,1456,1498,2043,1760,2543,1387
"ZT3D7_G5422",308,506,329,974,1044,1098,293,298,266,260,863,470
"ZT3D7_G5423",892,1588,1588,2483,2748,2694,892,890,1455,1117,2139,1471
"ZT3D7_G5424",578,952,1296,1336,1277,1076,560,612,1407,1170,1346,708
"ZT3D7_G5425",76,941,667,278,387,351,104,106,722,657,1931,1069
"ZT3D7_G5426",852,1233,1255,1227,1312,1300,962,999,1253,1067,2020,1039
"ZT3D7_G5427",187,279,569,181,203,198,266,320,560,509,416,228
"ZT3D7_G5428",279,167,182,183,259,217,217,344,200,174,190,194
"ZT3D7_G5429",85,96,182,138,152,126,106,103,198,147,175,93
"ZT3D7_G5430",49,19,100,65,63,46,62,44,117,102,30,12
"ZT3D7_G5431",58,15,104,35,44,40,38,54,153,112,32,18
"ZT3D7_G5432",56,478,273,306,264,187,73,43,283,238,632,408
"ZT3D7_G5433",284,636,898,203,270,249,250,211,680,527,819,542
"ZT3D7_G5434",705,1004,2794,1073,959,913,647,876,2285,1771,1195,783
"ZT3D7_G5435",372,166,151,605,582,497,532,328,162,156,324,122
"ZT3D7_G5436",0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G5437",608,2318,787,1693,1738,1474,617,567,676,575,2700,1652
"ZT3D7_G5438",50,28,31,47,59,66,36,26,43,41,29,23
"ZT3D7_G5439",9,30,16,31,35,18,8,5,16,17,37,18
"ZT3D7_G5440",43,15,170,247,214,226,41,64,165,168,21,16
"ZT3D7_G5441",1804,1048,2172,1590,1687,1722,1933,1597,2693,2035,1716,948
"ZT3D7_G5442",12,116,88,17,17,21,7,8,64,57,183,123
"ZT3D7_G5443",305,432,599,410,475,456,364,425,591,531,760,423
"ZT3D7_G5444",857,1307,1083,1980,2425,2511,1309,1046,1154,974,2770,1303
"ZT3D7_G5445",127,502,653,637,691,580,182,138,719,570,675,413
"ZT3D7_G5446",505,30,116,50,41,48,501,425,128,122,44,23
"ZT3D7_G5447",3901,7682,3608,10503,8987,7714,3177,4233,3254,2440,12586,6716
"ZT3D7_G5448",719,697,857,1056,1052,885,841,810,936,817,1059,552
"ZT3D7_G5449",63,606,165,542,603,450,138,69,224,241,991,741
"ZT3D7_G5450",1364,1754,724,2966,3008,2807,1531,1420,787,681,3393,1733
"ZT3D7_G5451",170,113,347,153,148,106,169,115,407,313,179,81
"ZT3D7_G5452",408,507,654,278,348,273,328,435,724,492,534,395
"ZT3D7_G5453",36,28,119,46,73,83,73,61,164,121,45,29
"ZT3D7_G5454",5704,7802,6436,8860,6905,5851,5104,7873,6784,5526,9188,5293
"ZT3D7_G5455",29,23,31,94,71,40,26,54,29,32,32,29
"ZT3D7_G5456",977,328,468,507,528,478,724,654,470,404,494,268
"ZT3D7_G5457",77,26,23,59,54,32,38,48,17,26,48,20
"ZT3D7_G5458",2420,288,902,490,646,464,1550,1960,952,721,516,286
"ZT3D7_G5459",205,212,356,253,296,272,176,103,384,337,427,182
"ZT3D7_G5460",65,21,76,25,31,20,87,31,117,86,36,13
"ZT3D7_G5461",56,51,172,33,18,23,38,56,217,161,75,46
"ZT3D7_G5462",780,161,1293,1273,1067,1060,610,496,1349,953,178,140
"ZT3D7_G5463",696,3072,2713,7282,7322,6542,570,640,3096,2633,4436,2726
"ZT3D7_G5464",1455,343,260,569,568,507,1438,1357,371,280,495,270
"ZT3D7_G5465",526,257,249,540,420,329,507,646,245,259,373,173
"ZT3D7_G5466",546,3007,2192,1718,1900,1491,632,563,2702,1886,5043,2643
"ZT3D7_G5467",62,281,232,241,229,172,66,142,233,160,352,219
"ZT3D7_G5468",584,1267,1165,1278,1016,991,406,718,1088,867,1468,904
"ZT3D7_G5469",41,188,313,172,156,164,39,40,327,281,271,168
"ZT3D7_G5470",208,437,386,560,574,525,261,275,362,331,655,364
"ZT3D7_G5471",32,808,159,508,436,374,30,63,145,108,1027,655
"ZT3D7_G5472",108,267,190,328,314,234,187,165,179,155,489,272
"ZT3D7_G5473",369,888,563,766,608,573,269,403,576,441,1086,555
"ZT3D7_G5474",253,735,467,618,515,474,229,192,511,487,1089,605
"ZT3D7_G5475",1257,1926,2275,1722,1556,1571,1156,1118,2272,1677,3056,1289
"ZT3D7_G5476",371,704,1014,596,665,648,429,301,1188,912,1468,721
"ZT3D7_G5477",859,841,404,658,853,769,642,824,450,353,1334,703
"ZT3D7_G5478",124,198,174,268,276,232,126,118,192,147,288,135
"ZT3D7_G5479",70,99,103,192,200,155,100,66,124,103,96,74
"ZT3D7_G5480",311,249,270,332,316,307,239,291,331,217,316,208
"ZT3D7_G5481",25,82,252,26,36,20,27,28,269,235,109,64
"ZT3D7_G5482",138,727,462,1189,1161,1004,154,147,532,457,939,589
"ZT3D7_G5483",5629,6349,2286,5623,5250,5315,5902,6153,2383,1848,8629,4794
"ZT3D7_G5484",1707,661,664,1547,1140,1003,1144,2017,643,552,784,402
"ZT3D7_G5485",105,85,85,323,313,278,81,69,108,60,109,75
"ZT3D7_G5486",846,866,1013,1350,1389,1212,735,875,1111,965,1200,634
"ZT3D7_G5487",88,59,128,161,195,216,88,59,195,126,121,51
"ZT3D7_G5488",1319,1493,2076,1626,2254,2064,1531,1158,2684,1872,2338,1274
"ZT3D7_G5489",106,153,173,217,274,237,112,88,281,196,258,168
"ZT3D7_G5490",422,413,602,738,665,602,452,427,768,578,676,364
"ZT3D7_G5491",13,58,77,21,20,16,5,8,79,50,104,43
"ZT3D7_G5492",241,366,366,446,492,483,221,262,442,314,605,310
"ZT3D7_G5493",307,1211,560,1611,1605,1676,344,365,617,483,1681,1028
"ZT3D7_G5494",431,217,154,102,116,118,430,448,232,148,345,221
"ZT3D7_G5495",293,187,561,228,232,240,457,443,491,479,269,173
"ZT3D7_G5496",798,1203,880,1737,1830,1713,879,833,1088,758,1763,1091
"ZT3D7_G5497",92,18,36,48,70,41,62,65,74,48,33,18
"ZT3D7_G5498",1,45,78,1,2,3,1,4,89,65,79,29
"ZT3D7_G5499",8,102,131,25,12,18,31,11,145,135,123,76
"ZT3D7_G5500",192,489,394,415,353,344,190,225,389,369,815,438
"ZT3D7_G5501",87,333,382,113,156,120,119,192,416,299,524,296
"ZT3D7_G5502",130,66,59,72,121,98,150,172,87,46,93,52
"ZT3D7_G5503",37,35,44,18,27,22,46,46,63,63,73,52
"ZT3D7_G5504",0,29,24,2,4,4,6,1,43,26,40,21
"ZT3D7_G5505",22,5,6,4,3,5,23,18,2,1,2,2
"ZT3D7_G5506",0,3,21,1,0,0,0,0,30,9,2,2
"ZT3D7_G5507",0,247,15,0,0,0,0,0,24,21,298,225
"ZT3D7_G5508",2,5,1,3,7,3,1,2,6,6,7,4
"ZT3D7_G5509",0,1,23,2,2,0,0,2,26,15,2,0
"ZT3D7_G5510",1,2,17,4,0,1,1,2,22,17,1,0
"ZT3D7_G5511",9,5,248,11,15,17,10,18,296,149,7,1
"ZT3D7_G5512",1,4,28,5,3,1,6,4,37,13,13,6
"ZT3D7_G5513",0,0,2,1,0,1,0,0,1,0,0,0
"ZT3D7_G5514",0,1,7,0,0,1,0,0,10,3,0,0
"ZT3D7_G5515",0,0,4,2,0,0,0,0,13,3,0,0
"ZT3D7_G5516",5,0,10,0,4,2,2,2,1,7,0,0
"ZT3D7_G5517",14,5,11,2,1,9,17,12,13,18,8,2
"ZT3D7_G5518",587,578,695,1062,988,1011,618,701,587,507,820,461
"ZT3D7_G5519",256,800,764,828,787,762,270,370,576,644,1111,749
"ZT3D7_G5520",112,369,348,602,543,500,111,111,337,286,504,269
"ZT3D7_G5521",20,0,13,12,30,15,13,20,10,13,4,0
"ZT3D7_G5522",1,0,0,2,1,1,0,0,1,3,1,0
"ZT3D7_G5523",0,0,5,0,0,0,0,0,13,3,0,0
"ZT3D7_G5524",2,0,0,0,0,0,0,0,4,1,0,0
"ZT3D7_G5525",2,5,29,2,11,4,0,0,67,26,15,11
"ZT3D7_G5526",0,5,750,2,3,2,0,2,894,516,6,2
"ZT3D7_G5527",0,0,3,0,0,0,0,0,0,0,2,0
"ZT3D7_G5528",0,0,3,0,0,0,0,0,12,8,0,0
"ZT3D7_G5529",0,0,0,0,0,0,1,0,5,2,0,0
"ZT3D7_G5530",1,0,8,1,0,0,0,0,6,5,0,2
"ZT3D7_G5531",10,0,49,18,22,22,15,14,72,46,1,2
"ZT3D7_G5532",2,5,114,0,1,1,0,2,96,109,4,4
"ZT3D7_G5533",0,157,1700,0,0,0,0,0,2051,1609,262,197
"ZT3D7_G5534",845,2234,1382,3359,2476,2315,734,801,1503,1257,3312,1620
"ZT3D7_G5535",6172,73,5639,37,42,42,6321,5891,7232,5395,96,65
"ZT3D7_G5536",261,54,90,65,95,73,227,209,104,73,73,36
"ZT3D7_G5537",156,48,40,111,140,105,129,149,80,62,72,25
"ZT3D7_G5538",102,28,121,140,144,132,91,115,140,109,24,23
"ZT3D7_G5539",28,20,114,15,9,5,22,29,103,97,24,18
"ZT3D7_G5540",97,42,96,107,86,47,44,49,130,123,94,40
"ZT3D7_G5541",150,200,266,199,203,159,148,167,340,241,303,139
"ZT3D7_G5542",151,91,206,147,199,171,178,148,259,215,133,72
"ZT3D7_G5543",40,28,90,62,47,54,51,49,68,53,24,28
"ZT3D7_G5544",407,363,778,384,493,351,377,366,806,714,563,296
"ZT3D7_G5545",69,274,109,152,187,183,62,77,100,93,538,248
"ZT3D7_G5546",50,18,17,27,35,39,87,53,14,21,22,13
"ZT3D7_G5547",210,50,27,1326,1193,1163,281,262,25,17,99,57
"ZT3D7_G5548",115,32,37,230,206,112,144,136,22,23,32,28
"ZT3D7_G5549",5,521,349,19,29,28,0,5,486,335,846,574
"ZT3D7_G5550",129,187,186,382,425,405,187,96,204,128,367,168
"ZT3D7_G5551",521,518,559,487,534,448,656,552,541,436,809,508
"ZT3D7_G5552",493,152,497,273,207,192,385,523,585,436,201,135
"ZT3D7_G5553",1954,1927,890,2234,2087,2440,2028,2181,1240,994,3238,1812
"ZT3D7_G5554",1061,78,67,40,51,50,1014,1205,103,72,71,58
"ZT3D7_G5555",222,165,38,23,24,15,268,291,28,26,319,167
"ZT3D7_G5556",48,159,161,84,92,78,35,70,129,109,169,103
"ZT3D7_G5557",850,1364,1410,1912,1950,1585,844,1061,1433,1284,1936,1206
"ZT3D7_G5558",45,134,84,264,229,235,72,55,98,76,140,99
"ZT3D7_G5559",98,213,140,421,376,350,104,99,154,124,288,199
"ZT3D7_G5560",41,103,1240,191,221,142,20,31,1050,937,114,71
"ZT3D7_G5561",235,627,361,847,714,682,211,347,302,312,874,514
"ZT3D7_G5562",88,16,125,62,44,43,92,65,175,151,15,10
"ZT3D7_G5563",0,26,48,0,0,0,0,0,72,51,53,44
"ZT3D7_G5564",0,112,407,0,0,0,0,0,457,378,177,88
"ZT3D7_G5565",31,140,401,11,10,12,29,40,406,384,135,98
"ZT3D7_G5566",12,6,15,1,3,1,5,10,17,13,6,0
"ZT3D7_G5567",299,156,244,313,313,295,347,358,214,214,216,122
"ZT3D7_G5568",89,204,238,120,152,80,91,110,349,261,303,178
"ZT3D7_G5569",166,287,383,376,425,350,192,144,451,338,341,231
"ZT3D7_G5570",348,11,41,17,16,13,368,299,26,32,14,6
"ZT3D7_G5571",6,16,6,12,9,6,6,6,6,10,27,17
"ZT3D7_G5572",16,2,4,4,5,6,12,16,13,3,1,1
"ZT3D7_G5573",592,117,320,427,474,418,627,536,319,327,218,114
"ZT3D7_G5574",195,95,178,190,200,178,150,195,194,164,192,96
"ZT3D7_G5575",269,115,310,193,251,265,331,299,349,289,191,100
"ZT3D7_G5576",230,121,329,173,179,169,215,220,342,275,153,76
"ZT3D7_G5577",191,158,329,365,609,546,190,93,434,327,343,210
"ZT3D7_G5578",355,808,1160,1595,1988,1789,408,375,1333,1092,1218,834
"ZT3D7_G5579",124,169,66,397,320,304,130,121,53,29,245,125
"ZT3D7_G5580",290,655,326,834,1016,818,338,292,342,247,1097,658
"ZT3D7_G5581",22,26,29,26,26,23,40,33,31,36,43,30
"ZT3D7_G5582",75,8,347,11,15,13,45,63,470,345,11,23
"ZT3D7_G5583",18,5,57,12,13,14,21,10,72,78,5,6
"ZT3D7_G7276",68,115,238,71,84,93,47,42,301,191,119,93
"ZT3D7_G7277",294,208,391,376,325,333,345,260,331,355,346,160
"ZT3D7_G7278",370,1049,581,1398,1399,1194,336,467,598,392,1463,731
"ZT3D7_G7279",45,15,45,11,10,15,24,29,49,32,10,3
"ZT3D7_G7280",54,14,42,28,47,35,28,55,49,48,33,16
"ZT3D7_G7281",157,1661,936,618,589,485,230,187,1273,899,2134,1340
"ZT3D7_G7282",348,1066,1484,3410,2857,2555,269,305,1656,1604,1247,805
"ZT3D7_G7283",73,12,149,9,12,10,37,31,112,116,12,10
"ZT3D7_G7284",22,20,86,21,21,20,20,11,117,110,40,30
"ZT3D7_G7285",813,213,102,137,177,192,649,736,148,121,260,176
"ZT3D7_G7286",1239,1459,813,3377,2857,2523,1105,1291,1058,775,2252,1129
"ZT3D7_G7287",1136,3388,1703,8737,6879,6189,861,1664,2636,1591,4738,2807
"ZT3D7_G7288",2682,4151,2957,5964,6100,5583,2396,2129,3532,3155,6863,4149
"ZT3D7_G7289",606,45,224,35,50,34,486,659,234,200,74,32
"ZT3D7_G7290",83,229,702,141,169,163,43,49,848,639,355,227
"ZT3D7_G7291",39,32,43,23,25,14,14,14,50,41,28,18
"ZT3D7_G7292",106,232,192,62,78,79,130,91,230,201,293,182
"ZT3D7_G7293",437,172,615,244,304,259,408,296,868,701,351,172
"ZT3D7_G7294",107,132,614,157,185,172,69,96,736,532,176,129
"ZT3D7_G7295",136,286,573,407,480,364,120,147,566,481,438,255
"ZT3D7_G7296",402,525,474,538,712,693,384,327,556,384,865,506
"ZT3D7_G7297",499,721,1421,939,1066,918,605,568,1729,1124,1081,609
"ZT3D7_G7298",10,6,3,2,4,5,3,3,10,8,6,1
"ZT3D7_G7299",11,7,30,6,6,7,13,19,34,19,4,1
"ZT3D7_G7300",71,26,308,40,48,57,82,45,290,262,39,30
"ZT3D7_G7301",25,14,115,14,27,16,8,5,83,136,28,12
"ZT3D7_G7302",22,15,84,18,16,18,8,7,79,89,29,5
"ZT3D7_G7303",1194,2760,3728,4236,4833,4562,1471,1430,3830,3420,4695,2943
"ZT3D7_G7304",318,271,221,837,635,621,353,364,256,225,383,219
"ZT3D7_G7305",244,91,273,165,129,134,231,259,279,214,101,63
"ZT3D7_G7306",84,58,172,43,76,65,135,125,216,146,81,42
"ZT3D7_G7307",264,497,1276,492,539,491,362,477,982,1079,792,476
"ZT3D7_G7308",307,780,907,965,921,788,229,336,745,749,1197,609
